300000	-90.00
305357	-92.00
310714	-94.00
316071	-94.50
321428	-94.00
326785	-98.50
332142	-89.50
337499	-70.00
342856	-92.50
348213	-71.00
353570	-92.50
358927	-94.00
364284	-94.50
369641	-91.00
374998	-91.50
380355	-76.50
385712	-92.50
391069	-90.50
396426	-89.50
401783	-94.50
407140	-98.50
412497	-102.50
417854	-103.50
423211	-91.00
428568	-98.00
433925	-92.50
439282	-90.00
444639	-87.00
449996	-86.00
455353	-78.00
460710	-97.00
466067	-85.00
471424	-94.50
476781	-92.50
482138	-91.50
487495	-96.50
492852	-91.00
498209	-90.00
503566	-93.00
508923	-91.50
514280	-57.00
519637	-56.50
524994	-81.50
530351	-99.50
535708	-101.00
541065	-100.00
546422	-70.50
551779	-75.50
557136	-84.00
562493	-90.50
567850	-99.50
573207	-95.00
578564	-95.00
583921	-93.00
589278	-92.50
594635	-89.00
599992	-93.50
605349	-93.00
610706	-87.50
616063	-97.00
621420	-96.00
626777	-97.00
632134	-90.00
637491	-92.50
642848	-103.50
648205	-102.00
653562	-93.00
658919	-97.00
664276	-98.00
669633	-96.50
674990	-63.50
680347	-97.00
685704	-94.00
691061	-94.00
696418	-93.50
701775	-95.00
707132	-97.00
712489	-97.50
717846	-98.50
723203	-100.50
728560	-98.00
733917	-105.50
739274	-102.00
744631	-98.50
749988	-96.50
755345	-97.50
760702	-98.50
766059	-96.00
771416	-94.00
776773	-93.00
782130	-93.50
787487	-93.50
792844	-92.00
798201	-88.50
803558	-94.50
808915	-92.00
814272	-95.50
819629	-95.50
824986	-90.50
830343	-99.50
835700	-102.50
841057	-82.00
846414	-87.00
851771	-76.00
857128	-94.00
862485	-93.00
867842	-53.50
873199	-55.00
878556	-55.00
883913	-52.00
889270	-46.50
894627	-80.00
8.611984647
-71.143786800
Sun Jun 23 01:38:57 UTC 2013
