300000	-88.50
305357	-82.50
310714	-87.50
316071	-79.00
321428	-90.50
326785	-84.00
332142	-88.50
337499	-79.00
342856	-89.50
348213	-88.00
353570	-96.50
358927	-89.00
364284	-92.00
369641	-89.50
374998	-91.50
380355	-94.50
385712	-88.00
391069	-91.50
396426	-88.00
401783	-84.50
407140	-86.00
412497	-82.50
417854	-91.00
423211	-92.50
428568	-95.50
433925	-86.00
439282	-91.00
444639	-92.50
449996	-87.00
455353	-94.00
460710	-85.00
466067	-87.00
471424	-83.50
476781	-79.00
482138	-87.50
487495	-84.00
492852	-88.00
498209	-89.00
503566	-92.00
508923	-87.00
514280	-68.00
519637	-64.50
524994	-85.50
530351	-83.50
535708	-78.00
541065	-76.00
546422	-43.00
551779	-53.00
557136	-76.00
562493	-81.50
567850	-84.50
573207	-77.50
578564	-82.50
583921	-88.50
589278	-89.00
594635	-80.00
599992	-80.50
605349	-65.50
610706	-81.50
616063	-80.50
621420	-86.00
626777	-83.50
632134	-81.00
637491	-85.50
642848	-89.00
648205	-88.50
653562	-89.00
658919	-85.50
664276	-87.00
669633	-85.50
674990	-83.00
680347	-86.00
685704	-83.00
691061	-83.50
696418	-96.00
701775	-87.00
707132	-89.00
712489	-88.00
717846	-93.00
723203	-94.50
728560	-90.00
733917	-87.00
739274	-84.50
744631	-88.00
749988	-90.00
755345	-87.00
760702	-86.50
766059	-94.00
771416	-93.00
776773	-91.00
782130	-86.50
787487	-82.50
792844	-79.50
798201	-86.50
803558	-82.50
808915	-87.00
814272	-85.50
819629	-84.50
824986	-85.00
830343	-87.00
835700	-92.50
841057	-87.50
846414	-82.50
851771	-82.00
857128	-72.50
862485	-77.50
867842	-47.00
873199	-57.50
878556	-46.00
883913	-56.50
889270	-46.50
894627	-79.50
8.603404090
-71.138807378
Sun Jun 23 01:33:16 UTC 2013
