300000	-91.00
305357	-93.00
310714	-93.50
316071	-87.50
321428	-97.50
326785	-97.50
332142	-90.50
337499	-73.50
342856	-98.00
348213	-72.50
353570	-95.00
358927	-92.50
364284	-95.50
369641	-94.00
374998	-95.00
380355	-79.00
385712	-93.50
391069	-91.50
396426	-92.00
401783	-95.00
407140	-98.50
412497	-102.50
417854	-104.00
423211	-91.50
428568	-106.00
433925	-101.00
439282	-95.00
444639	-93.00
449996	-84.00
455353	-103.00
460710	-101.00
466067	-100.50
471424	-99.50
476781	-98.00
482138	-80.50
487495	-100.00
492852	-106.00
498209	-106.50
503566	-101.00
508923	-99.00
514280	-62.00
519637	-55.50
524994	-80.00
530351	-104.50
535708	-104.50
541065	-102.50
546422	-69.00
551779	-74.00
557136	-105.50
562493	-104.50
567850	-103.00
573207	-105.00
578564	-104.00
583921	-103.50
589278	-100.50
594635	-104.50
599992	-102.50
605349	-103.50
610706	-104.00
616063	-104.00
621420	-103.00
626777	-104.00
632134	-103.50
637491	-96.50
642848	-102.50
648205	-101.50
653562	-100.50
658919	-102.00
664276	-106.50
669633	-103.00
674990	-66.50
680347	-103.00
685704	-105.00
691061	-105.50
696418	-102.50
701775	-104.50
707132	-106.50
712489	-108.00
717846	-102.00
723203	-108.50
728560	-107.00
733917	-107.50
739274	-108.00
744631	-106.50
749988	-97.50
755345	-108.00
760702	-104.00
766059	-107.00
771416	-105.50
776773	-105.00
782130	-106.00
787487	-106.50
792844	-105.50
798201	-95.50
803558	-105.50
808915	-106.00
814272	-106.50
819629	-106.50
824986	-95.50
830343	-104.50
835700	-104.00
841057	-106.00
846414	-98.50
851771	-81.50
857128	-106.00
862485	-103.50
867842	-61.00
873199	-60.50
878556	-58.50
883913	-59.50
889270	-57.00
894627	-93.00
8.614649197
-71.144443592
Sun Jun 23 01:43:12 UTC 2013
