300000	-87.00
305357	-85.00
310714	-88.50
316071	-93.00
321428	-91.50
326785	-87.50
332142	-88.00
337499	-88.00
342856	-90.00
348213	-81.00
353570	-92.00
358927	-92.50
364284	-93.00
369641	-95.00
374998	-95.50
380355	-92.00
385712	-94.00
391069	-90.00
396426	-76.50
401783	-90.50
407140	-94.50
412497	-92.00
417854	-96.00
423211	-94.50
428568	-94.50
433925	-90.00
439282	-63.50
444639	-92.50
449996	-87.00
455353	-64.00
460710	-95.00
466067	-88.50
471424	-81.00
476781	-81.00
482138	-94.00
487495	-82.00
492852	-87.50
498209	-87.00
503566	-87.50
508923	-95.50
514280	-64.50
519637	-60.00
524994	-86.50
530351	-93.00
535708	-89.50
541065	-86.50
546422	-48.00
551779	-56.50
557136	-90.00
562493	-93.00
567850	-90.00
573207	-83.00
578564	-91.00
583921	-88.50
589278	-90.50
594635	-90.50
599992	-82.50
605349	-91.00
610706	-96.00
616063	-96.00
621420	-94.50
626777	-94.00
632134	-97.00
637491	-95.50
642848	-93.00
648205	-95.50
653562	-85.00
658919	-91.50
664276	-96.50
669633	-89.00
674990	-65.50
680347	-93.50
685704	-94.50
691061	-90.50
696418	-90.50
701775	-95.00
707132	-97.50
712489	-100.50
717846	-96.50
723203	-93.00
728560	-93.50
733917	-95.50
739274	-94.50
744631	-83.50
749988	-91.00
755345	-93.00
760702	-90.50
766059	-89.50
771416	-89.50
776773	-88.00
782130	-86.50
787487	-93.00
792844	-93.00
798201	-91.50
803558	-93.50
808915	-97.00
814272	-89.50
819629	-87.00
824986	-94.00
830343	-94.50
835700	-83.00
841057	-82.50
846414	-83.00
851771	-74.50
857128	-89.50
862485	-82.00
867842	-52.50
873199	-50.50
878556	-53.50
883913	-56.00
889270	-55.00
894627	-84.00
8.559292805
-71.192003574
Sun Jun 23 01:33:46 UTC 2013
