"latitude","longitude","potencia"
8.55929,-71.192,-74.5
8.55929,-71.192,-79
8.55929,-71.192,-90.5
8.55929,-71.192,-81
8.55929,-71.192,-78.5
8.55929,-71.192,-75
8.55929,-71.192,-66.5
8.55929,-71.192,-69.5
8.55929,-71.192,-83.5
8.55929,-71.192,-76.5
8.55929,-71.192,-76.5
8.55929,-71.192,-79
8.55929,-71.192,-84
8.55929,-71.192,-87.5
8.55929,-71.192,-85.5
8.55929,-71.192,-91
8.55929,-71.192,-83.5
8.55941,-71.1922,-100
8.55941,-71.1922,-85.5
8.55941,-71.1922,-84
8.55941,-71.1922,-82.5
8.55941,-71.1922,-100.5
8.55941,-71.1922,-99.5
8.55941,-71.1922,-97
8.55941,-71.1922,-84.5
8.55941,-71.1922,-86
8.55941,-71.1922,-83
8.55941,-71.1922,-81
8.55941,-71.1922,-89
8.55941,-71.1922,-97
8.55941,-71.1922,-96
8.55941,-71.1922,-94
8.55941,-71.1922,-101
8.55941,-71.1922,-97
8.55941,-71.1922,-99.5
8.55941,-71.1922,-99.5
8.55943,-71.1935,-68.5
8.55943,-71.1935,-75
8.55943,-71.1935,-78
8.55943,-71.1935,-82.5
8.55943,-71.1935,-78.5
8.55943,-71.1935,-86.5
8.55943,-71.1935,-85
8.55943,-71.1935,-84.5
8.55943,-71.1935,-78.5
8.55943,-71.1935,-81
8.55943,-71.1935,-76.5
8.55943,-71.1935,-84
8.55943,-71.1935,-86
8.55943,-71.1935,-79.5
8.55943,-71.1935,-76
8.55943,-71.1935,-76.5
8.55943,-71.1935,-78
8.55943,-71.1935,-84.5
8.55943,-71.1935,-77
8.5596,-71.1927,-75
8.5596,-71.1927,-78.5
8.5596,-71.1927,-82.5
8.5596,-71.1927,-73
8.5596,-71.1927,-77
8.5596,-71.1927,-80.5
8.5596,-71.1927,-78
8.5596,-71.1927,-74
8.5596,-71.1927,-78
8.5596,-71.1927,-83.5
8.5596,-71.1927,-85.5
8.5596,-71.1927,-84.5
8.5596,-71.1927,-92.5
8.5596,-71.1927,-80.5
8.5596,-71.1927,-87
8.5596,-71.1927,-75
8.5596,-71.1927,-80
8.5596,-71.1927,-70.5
8.5596,-71.1927,-78
8.55969,-71.1933,-84.5
8.55969,-71.1933,-90.5
8.55969,-71.1933,-81
8.55969,-71.1933,-88.5
8.55969,-71.1933,-87.5
8.55969,-71.1933,-88.5
8.55969,-71.1933,-85
8.55969,-71.1933,-89.5
8.55969,-71.1933,-89
8.55969,-71.1933,-84
8.55969,-71.1933,-86.5
8.55969,-71.1933,-78.5
8.55969,-71.1933,-91
8.55969,-71.1933,-92.5
8.55969,-71.1933,-91
8.55969,-71.1933,-91
8.55969,-71.1933,-87
8.55969,-71.1933,-84.5
8.55969,-71.1933,-81
8.55986,-71.1927,-74
8.55986,-71.1927,-67.5
8.55986,-71.1927,-86.5
8.55986,-71.1927,-67.5
8.55986,-71.1927,-84.5
8.55986,-71.1927,-68.5
8.55986,-71.1927,-84
8.55986,-71.1927,-83
8.55986,-71.1927,-80.5
8.55986,-71.1927,-79
8.55986,-71.1927,-72.5
8.55986,-71.1927,-70.5
8.55986,-71.1927,-74.5
8.55986,-71.1927,-74.5
8.55986,-71.1927,-72
8.55986,-71.1927,-71
8.55986,-71.1927,-65.5
8.55986,-71.1927,-69.5
8.55986,-71.1927,-70
8.55995,-71.1931,-84
8.55995,-71.1931,-78.5
8.55995,-71.1931,-80
8.55995,-71.1931,-84
8.55995,-71.1931,-87.5
8.55995,-71.1931,-74.5
8.55995,-71.1931,-85.5
8.55995,-71.1931,-86
8.55995,-71.1931,-81.5
8.55995,-71.1931,-82
8.55995,-71.1931,-80.5
8.55995,-71.1931,-84.5
8.55995,-71.1931,-75.5
8.55995,-71.1931,-84.5
8.55995,-71.1931,-75.5
8.55995,-71.1931,-86
8.55995,-71.1931,-80
8.55995,-71.1931,-87
8.55995,-71.1931,-87.5
8.56006,-71.193,-91
8.56006,-71.193,-86
8.56006,-71.193,-98
8.56006,-71.193,-89
8.56006,-71.193,-71
8.56006,-71.193,-85
8.56006,-71.193,-90
8.56006,-71.193,-89.5
8.56006,-71.193,-87
8.56006,-71.193,-74.5
8.56006,-71.193,-67
8.56006,-71.193,-69
8.56006,-71.193,-77
8.56006,-71.193,-77
8.56006,-71.193,-70
8.56006,-71.193,-93.5
8.56006,-71.193,-75
8.56006,-71.193,-91.5
8.56006,-71.193,-80
8.56032,-71.1936,-82.5
8.56032,-71.1936,-84.5
8.56032,-71.1936,-82
8.56032,-71.1936,-75
8.56032,-71.1936,-77.5
8.56032,-71.1936,-73
8.56032,-71.1936,-75
8.56032,-71.1936,-74.5
8.56032,-71.1936,-69.5
8.56032,-71.1936,-69
8.56032,-71.1936,-63
8.56032,-71.1936,-70
8.56032,-71.1936,-74
8.56032,-71.1936,-63
8.56032,-71.1936,-85.5
8.56032,-71.1936,-64
8.56032,-71.1936,-76.5
8.56032,-71.1936,-63
8.56032,-71.1936,-80
8.56104,-71.1929,-75
8.56104,-71.1929,-75
8.56104,-71.1929,-85
8.56104,-71.1929,-82.5
8.56104,-71.1929,-70.5
8.56104,-71.1929,-80.5
8.56104,-71.1929,-78
8.56104,-71.1929,-90.5
8.56104,-71.1929,-70
8.56104,-71.1929,-92.5
8.56104,-71.1929,-94.5
8.56104,-71.1929,-93
8.56104,-71.1929,-93
8.56104,-71.1929,-68.5
8.56104,-71.1929,-87
8.56104,-71.1929,-81.5
8.56104,-71.1929,-89.5
8.56104,-71.1929,-86.5
8.56104,-71.1929,-80
8.56137,-71.1928,-85
8.56137,-71.1928,-85.5
8.56137,-71.1928,-85.5
8.56137,-71.1928,-88.5
8.56137,-71.1928,-76.5
8.56137,-71.1928,-86.5
8.56137,-71.1928,-95
8.56137,-71.1928,-86
8.56137,-71.1928,-91
8.56137,-71.1928,-93
8.56137,-71.1928,-97
8.56137,-71.1928,-88.5
8.56137,-71.1928,-94
8.56137,-71.1928,-86
8.56137,-71.1928,-75
8.56137,-71.1928,-81.5
8.56137,-71.1928,-79
8.56137,-71.1928,-82
8.56137,-71.1928,-90
8.56153,-71.1924,-81
8.56153,-71.1924,-79.5
8.56153,-71.1924,-73.5
8.56153,-71.1924,-77.5
8.56153,-71.1924,-74.5
8.56153,-71.1924,-73
8.56153,-71.1924,-70.5
8.56153,-71.1924,-64.5
8.56153,-71.1924,-68
8.56153,-71.1924,-69
8.56153,-71.1924,-76
8.56153,-71.1924,-60.5
8.56153,-71.1924,-85.5
8.56153,-71.1924,-64
8.56153,-71.1924,-86
8.56153,-71.1924,-62
8.56153,-71.1924,-80
8.56153,-71.1924,-81.5
8.56153,-71.1924,-83
8.5621,-71.1922,-95.5
8.5621,-71.1922,-83.5
8.5621,-71.1922,-87.5
8.5621,-71.1922,-84
8.5621,-71.1922,-95
8.5621,-71.1922,-100
8.5621,-71.1922,-97
8.5621,-71.1922,-100
8.5621,-71.1922,-88.5
8.5621,-71.1922,-98.5
8.5621,-71.1922,-95
8.5621,-71.1922,-92.5
8.5621,-71.1922,-97
8.5621,-71.1922,-90.5
8.5621,-71.1922,-87.5
8.5621,-71.1922,-99.5
8.5621,-71.1922,-102
8.5621,-71.1922,-92.5
8.5621,-71.1922,-103.5
8.56218,-71.1919,-66.5
8.56218,-71.1919,-76.5
8.56218,-71.1919,-75.5
8.56218,-71.1919,-75
8.56218,-71.1919,-72.5
8.56218,-71.1919,-78
8.56218,-71.1919,-79
8.56218,-71.1919,-79.5
8.56218,-71.1919,-92
8.56218,-71.1919,-83.5
8.56218,-71.1919,-90
8.56218,-71.1919,-77.5
8.56218,-71.1919,-83.5
8.56218,-71.1919,-88
8.56218,-71.1919,-85
8.56218,-71.1919,-81.5
8.56218,-71.1919,-79.5
8.56218,-71.1919,-74
8.56218,-71.1919,-70.5
8.56277,-71.1917,-84.5
8.56277,-71.1917,-80
8.56277,-71.1917,-85
8.56277,-71.1917,-88.5
8.56277,-71.1917,-90
8.56277,-71.1917,-86.5
8.56277,-71.1917,-75.5
8.56277,-71.1917,-83.5
8.56277,-71.1917,-70
8.56277,-71.1917,-88.5
8.56277,-71.1917,-89.5
8.56277,-71.1917,-86
8.56277,-71.1917,-84.5
8.56277,-71.1917,-87
8.56277,-71.1917,-85
8.56277,-71.1917,-91.5
8.56277,-71.1917,-86.5
8.56277,-71.1917,-82
8.56277,-71.1917,-79
8.56296,-71.1914,-83
8.56296,-71.1914,-81
8.56296,-71.1914,-100
8.56296,-71.1914,-85
8.56296,-71.1914,-98.5
8.56296,-71.1914,-98.5
8.56296,-71.1914,-93.5
8.56296,-71.1914,-95
8.56296,-71.1914,-95
8.56296,-71.1914,-94
8.56296,-71.1914,-87
8.56296,-71.1914,-90.5
8.56296,-71.1914,-93.5
8.56296,-71.1914,-91.5
8.56296,-71.1914,-93.5
8.56296,-71.1914,-99.5
8.56296,-71.1914,-94
8.56296,-71.1914,-92
8.56296,-71.1914,-84.5
8.56312,-71.1915,-71.5
8.56312,-71.1915,-78.5
8.56312,-71.1915,-78.5
8.56312,-71.1915,-78
8.56312,-71.1915,-78
8.56312,-71.1915,-73.5
8.56312,-71.1915,-75.5
8.56312,-71.1915,-70
8.56312,-71.1915,-75.5
8.56312,-71.1915,-76
8.56312,-71.1915,-75.5
8.56312,-71.1915,-89
8.56312,-71.1915,-74.5
8.56312,-71.1915,-90.5
8.56312,-71.1915,-73.5
8.56312,-71.1915,-88
8.56312,-71.1915,-92
8.56312,-71.1915,-87.5
8.56312,-71.1915,-83
8.56341,-71.1912,-91
8.56341,-71.1912,-96
8.56341,-71.1912,-85.5
8.56341,-71.1912,-93
8.56341,-71.1912,-80.5
8.56341,-71.1912,-94
8.56341,-71.1912,-96
8.56341,-71.1912,-103
8.56341,-71.1912,-102.5
8.56341,-71.1912,-99.5
8.56341,-71.1912,-98.5
8.56341,-71.1912,-89
8.56341,-71.1912,-77
8.56341,-71.1912,-93.5
8.56341,-71.1912,-92
8.56341,-71.1912,-92.5
8.56341,-71.1912,-93.5
8.56341,-71.1912,-94.5
8.56341,-71.1912,-93
8.56349,-71.1909,-81.5
8.56349,-71.1909,-72
8.56349,-71.1909,-82
8.56349,-71.1909,-70
8.56349,-71.1909,-70
8.56349,-71.1909,-66.5
8.56349,-71.1909,-73
8.56349,-71.1909,-78.5
8.56349,-71.1909,-85
8.56349,-71.1909,-72
8.56349,-71.1909,-68
8.56349,-71.1909,-74
8.56349,-71.1909,-75
8.56349,-71.1909,-58
8.56349,-71.1909,-79
8.56349,-71.1909,-77
8.56349,-71.1909,-72.5
8.56349,-71.1909,-73
8.56349,-71.1909,-81
8.56387,-71.1906,-87.5
8.56387,-71.1906,-87.5
8.56387,-71.1906,-87.5
8.56387,-71.1906,-91
8.56387,-71.1906,-83.5
8.56387,-71.1906,-82
8.56387,-71.1906,-84
8.56387,-71.1906,-85.5
8.56387,-71.1906,-85
8.56387,-71.1906,-85.5
8.56387,-71.1906,-82.5
8.56387,-71.1906,-84
8.56387,-71.1906,-91
8.56387,-71.1906,-81
8.56387,-71.1906,-95
8.56387,-71.1906,-90.5
8.56387,-71.1906,-91.5
8.56387,-71.1906,-88
8.56387,-71.1906,-87.5
8.5644,-71.1903,-71
8.5644,-71.1903,-68.5
8.5644,-71.1903,-80
8.5644,-71.1903,-81.5
8.5644,-71.1903,-74
8.5644,-71.1903,-74
8.5644,-71.1903,-83.5
8.5644,-71.1903,-73.5
8.5644,-71.1903,-70
8.5644,-71.1903,-84.5
8.5644,-71.1903,-64
8.5644,-71.1903,-68
8.5644,-71.1903,-57.5
8.5644,-71.1903,-69.5
8.5644,-71.1903,-79
8.5644,-71.1903,-80.5
8.5644,-71.1903,-74
8.5644,-71.1903,-70.5
8.5644,-71.1903,-70.5
8.56555,-71.1894,-76
8.56555,-71.1894,-85
8.56555,-71.1894,-81
8.56555,-71.1894,-77
8.56555,-71.1894,-82
8.56555,-71.1894,-87
8.56555,-71.1894,-73.5
8.56555,-71.1894,-78.5
8.56555,-71.1894,-84
8.56555,-71.1894,-79.5
8.56555,-71.1894,-72.5
8.56555,-71.1894,-83.5
8.56555,-71.1894,-76.5
8.56555,-71.1894,-78.5
8.56555,-71.1894,-73.5
8.56555,-71.1894,-58.5
8.56555,-71.1894,-76
8.56555,-71.1894,-77.5
8.56555,-71.1894,-81
8.56617,-71.1886,-101
8.56617,-71.1886,-95
8.56617,-71.1886,-95
8.56617,-71.1886,-103
8.56617,-71.1886,-99.5
8.56617,-71.1886,-98.5
8.56617,-71.1886,-101
8.56617,-71.1886,-100
8.56617,-71.1886,-105.5
8.56617,-71.1886,-87.5
8.56617,-71.1886,-103.5
8.56617,-71.1886,-90
8.56617,-71.1886,-94
8.56617,-71.1886,-94.5
8.56617,-71.1886,-82.5
8.56617,-71.1886,-98
8.56617,-71.1886,-98
8.56617,-71.1886,-104
8.56617,-71.1886,-101.5
8.5663,-71.1888,-88
8.5663,-71.1888,-89
8.5663,-71.1888,-94
8.5663,-71.1888,-88
8.5663,-71.1888,-87
8.5663,-71.1888,-90.5
8.5663,-71.1888,-91.5
8.5663,-71.1888,-94
8.5663,-71.1888,-95
8.5663,-71.1888,-79.5
8.5663,-71.1888,-77.5
8.5663,-71.1888,-87
8.5663,-71.1888,-90
8.5663,-71.1888,-85
8.5663,-71.1888,-83.5
8.5663,-71.1888,-83.5
8.5663,-71.1888,-83.5
8.5663,-71.1888,-79
8.5663,-71.1888,-94
8.56647,-71.1883,-71
8.56647,-71.1883,-72
8.56647,-71.1883,-71
8.56647,-71.1883,-75.5
8.56647,-71.1883,-74
8.56647,-71.1883,-74.5
8.56647,-71.1883,-76.5
8.56647,-71.1883,-78
8.56647,-71.1883,-73
8.56647,-71.1883,-77.5
8.56647,-71.1883,-74.5
8.56647,-71.1883,-75
8.56647,-71.1883,-65.5
8.56647,-71.1883,-68.5
8.56647,-71.1883,-68.5
8.56647,-71.1883,-78
8.56647,-71.1883,-81.5
8.56647,-71.1883,-70
8.56647,-71.1883,-70.5
8.56686,-71.1879,-99.5
8.56686,-71.1879,-98
8.56686,-71.1879,-80.5
8.56686,-71.1879,-95
8.56686,-71.1879,-100
8.56686,-71.1879,-98.5
8.56686,-71.1879,-106
8.56686,-71.1879,-102.5
8.56686,-71.1879,-106.5
8.56686,-71.1879,-104
8.56686,-71.1879,-91.5
8.56686,-71.1879,-106
8.56686,-71.1879,-101
8.56686,-71.1879,-95
8.56686,-71.1879,-93
8.56686,-71.1879,-84
8.56686,-71.1879,-103
8.56686,-71.1879,-101
8.56686,-71.1879,-100.5
8.56692,-71.1881,-71
8.56692,-71.1881,-76.5
8.56692,-71.1881,-68
8.56692,-71.1881,-88.5
8.56692,-71.1881,-64
8.56692,-71.1881,-86
8.56692,-71.1881,-69
8.56692,-71.1881,-87.5
8.56692,-71.1881,-83.5
8.56692,-71.1881,-83
8.56692,-71.1881,-81.5
8.56692,-71.1881,-69.5
8.56692,-71.1881,-78
8.56692,-71.1881,-72
8.56692,-71.1881,-74.5
8.56692,-71.1881,-73.5
8.56692,-71.1881,-64
8.56692,-71.1881,-74.5
8.56692,-71.1881,-74
8.56758,-71.1871,-98.5
8.56758,-71.1871,-101
8.56758,-71.1871,-97
8.56758,-71.1871,-94
8.56758,-71.1871,-97.5
8.56758,-71.1871,-81
8.56758,-71.1871,-74
8.56758,-71.1871,-93
8.56758,-71.1871,-95
8.56758,-71.1871,-91.5
8.56758,-71.1871,-82.5
8.56758,-71.1871,-97.5
8.56758,-71.1871,-92
8.56758,-71.1871,-98
8.56758,-71.1871,-90
8.56758,-71.1871,-99.5
8.56758,-71.1871,-93
8.56758,-71.1871,-93
8.56758,-71.1871,-102.5
8.56775,-71.1872,-92.5
8.56775,-71.1872,-91
8.56775,-71.1872,-87.5
8.56775,-71.1872,-88.5
8.56775,-71.1872,-90
8.56775,-71.1872,-84.5
8.56775,-71.1872,-88.5
8.56775,-71.1872,-95.5
8.56775,-71.1872,-98.5
8.56775,-71.1872,-96.5
8.56775,-71.1872,-96
8.56775,-71.1872,-97
8.56775,-71.1872,-85
8.56775,-71.1872,-88
8.56775,-71.1872,-95.5
8.56775,-71.1872,-95
8.56775,-71.1872,-93
8.56775,-71.1872,-95.5
8.56775,-71.1872,-90.5
8.56801,-71.187,-99
8.56801,-71.187,-95.5
8.56801,-71.187,-73.5
8.56801,-71.187,-84
8.56801,-71.187,-87.5
8.56801,-71.187,-93
8.56801,-71.187,-95
8.56801,-71.187,-96.5
8.56801,-71.187,-83.5
8.56801,-71.187,-78
8.56801,-71.187,-87
8.56801,-71.187,-99
8.56801,-71.187,-99.5
8.56801,-71.187,-101.5
8.56801,-71.187,-89
8.56801,-71.187,-96
8.56801,-71.187,-84
8.56801,-71.187,-102.5
8.56801,-71.187,-102
8.56829,-71.1864,-99
8.56829,-71.1864,-99
8.56829,-71.1864,-97.5
8.56829,-71.1864,-92
8.56829,-71.1864,-95.5
8.56829,-71.1864,-90
8.56829,-71.1864,-82
8.56829,-71.1864,-88
8.56829,-71.1864,-81.5
8.56829,-71.1864,-97.5
8.56829,-71.1864,-97
8.56829,-71.1864,-95.5
8.56829,-71.1864,-93.5
8.56829,-71.1864,-93.5
8.56829,-71.1864,-95
8.56829,-71.1864,-93
8.56829,-71.1864,-97.5
8.56829,-71.1864,-94.5
8.56829,-71.1864,-96.5
8.56887,-71.1856,-87.5
8.56887,-71.1856,-99
8.56887,-71.1856,-96
8.56887,-71.1856,-89.5
8.56887,-71.1856,-94.5
8.56887,-71.1856,-99
8.56887,-71.1856,-94.5
8.56887,-71.1856,-99
8.56887,-71.1856,-95
8.56887,-71.1856,-100.5
8.56887,-71.1856,-85.5
8.56887,-71.1856,-101
8.56887,-71.1856,-99.5
8.56887,-71.1856,-97
8.56887,-71.1856,-77
8.56887,-71.1856,-85.5
8.56887,-71.1856,-83
8.56887,-71.1856,-93
8.56887,-71.1856,-97
8.56936,-71.1854,-78
8.56936,-71.1854,-74.5
8.56936,-71.1854,-76
8.56936,-71.1854,-80
8.56936,-71.1854,-81.5
8.56936,-71.1854,-82
8.56936,-71.1854,-72.5
8.56936,-71.1854,-83
8.56936,-71.1854,-72
8.56936,-71.1854,-71.5
8.56936,-71.1854,-73.5
8.56936,-71.1854,-73.5
8.56936,-71.1854,-81.5
8.56936,-71.1854,-83
8.56936,-71.1854,-73.5
8.56936,-71.1854,-69.5
8.56936,-71.1854,-76.5
8.56936,-71.1854,-76.5
8.56936,-71.1854,-72
8.57018,-71.1841,-101.5
8.57018,-71.1841,-101
8.57018,-71.1841,-99.5
8.57018,-71.1841,-90.5
8.57018,-71.1841,-104.5
8.57018,-71.1841,-99
8.57018,-71.1841,-103.5
8.57018,-71.1841,-85.5
8.57018,-71.1841,-84.5
8.57018,-71.1841,-77.5
8.57018,-71.1841,-83.5
8.57018,-71.1841,-69.5
8.57018,-71.1841,-89
8.57018,-71.1841,-102.5
8.57018,-71.1841,-98.5
8.57018,-71.1841,-97.5
8.57018,-71.1841,-98
8.57018,-71.1841,-95.5
8.57018,-71.1841,-102.5
8.57053,-71.1828,-100
8.57053,-71.1828,-91.5
8.57053,-71.1828,-100
8.57053,-71.1828,-83.5
8.57053,-71.1828,-99
8.57053,-71.1828,-88
8.57053,-71.1828,-100.5
8.57053,-71.1828,-81.5
8.57053,-71.1828,-76.5
8.57053,-71.1828,-85.5
8.57053,-71.1828,-82.5
8.57053,-71.1828,-91
8.57053,-71.1828,-95
8.57053,-71.1828,-96.5
8.57053,-71.1828,-86
8.57053,-71.1828,-87.5
8.57053,-71.1828,-90.5
8.57053,-71.1828,-94.5
8.57053,-71.1828,-94.5
8.57065,-71.1832,-85.5
8.57065,-71.1832,-89
8.57065,-71.1832,-96.5
8.57065,-71.1832,-92
8.57065,-71.1832,-87.5
8.57065,-71.1832,-89
8.57065,-71.1832,-91
8.57065,-71.1832,-98.5
8.57065,-71.1832,-94.5
8.57065,-71.1832,-95
8.57065,-71.1832,-81.5
8.57065,-71.1832,-97
8.57065,-71.1832,-94
8.57065,-71.1832,-97.5
8.57065,-71.1832,-96.5
8.57065,-71.1832,-101
8.57065,-71.1832,-97
8.57065,-71.1832,-87.5
8.57065,-71.1832,-81.5
8.57105,-71.1818,-97.5
8.57105,-71.1818,-90.5
8.57105,-71.1818,-98
8.57105,-71.1818,-100.5
8.57105,-71.1818,-97
8.57105,-71.1818,-94.5
8.57105,-71.1818,-89.5
8.57105,-71.1818,-93
8.57105,-71.1818,-89.5
8.57105,-71.1818,-94
8.57105,-71.1818,-84
8.57105,-71.1818,-95.5
8.57105,-71.1818,-77
8.57105,-71.1818,-92
8.57105,-71.1818,-92.5
8.57105,-71.1818,-96
8.57105,-71.1818,-101
8.57105,-71.1818,-101.5
8.57105,-71.1818,-96.5
8.57111,-71.1823,-80
8.57111,-71.1823,-83.5
8.57111,-71.1823,-70
8.57111,-71.1823,-71.5
8.57111,-71.1823,-75
8.57111,-71.1823,-73.5
8.57111,-71.1823,-78
8.57111,-71.1823,-78
8.57111,-71.1823,-75
8.57111,-71.1823,-79
8.57111,-71.1823,-76.5
8.57111,-71.1823,-77.5
8.57111,-71.1823,-78
8.57111,-71.1823,-76
8.57111,-71.1823,-86
8.57111,-71.1823,-75.5
8.57111,-71.1823,-70
8.57111,-71.1823,-57
8.57111,-71.1823,-72
8.57153,-71.1809,-85.5
8.57153,-71.1809,-80.5
8.57153,-71.1809,-75.5
8.57153,-71.1809,-78.5
8.57153,-71.1809,-92
8.57153,-71.1809,-97
8.57153,-71.1809,-94.5
8.57153,-71.1809,-94
8.57153,-71.1809,-92
8.57153,-71.1809,-88.5
8.57153,-71.1809,-94
8.57153,-71.1809,-86
8.57153,-71.1809,-91
8.57153,-71.1809,-94.5
8.57153,-71.1809,-98
8.57153,-71.1809,-86
8.57153,-71.1809,-100
8.57153,-71.1809,-92
8.57153,-71.1809,-96
8.57172,-71.1811,-94
8.57172,-71.1811,-92.5
8.57172,-71.1811,-92
8.57172,-71.1811,-76
8.57172,-71.1811,-89.5
8.57172,-71.1811,-100
8.57172,-71.1811,-97
8.57172,-71.1811,-97.5
8.57172,-71.1811,-95.5
8.57172,-71.1811,-98
8.57172,-71.1811,-102
8.57172,-71.1811,-101
8.57172,-71.1811,-97.5
8.57172,-71.1811,-102.5
8.57172,-71.1811,-100.5
8.57172,-71.1811,-104
8.57172,-71.1811,-99.5
8.57172,-71.1811,-105
8.57172,-71.1811,-94
8.57214,-71.1805,-85.5
8.57214,-71.1805,-77.5
8.57214,-71.1805,-79.5
8.57214,-71.1805,-78
8.57214,-71.1805,-79
8.57214,-71.1805,-80.5
8.57214,-71.1805,-81
8.57214,-71.1805,-80
8.57214,-71.1805,-82.5
8.57214,-71.1805,-79
8.57214,-71.1805,-82
8.57214,-71.1805,-81
8.57214,-71.1805,-79.5
8.57214,-71.1805,-84.5
8.57214,-71.1805,-90.5
8.57214,-71.1805,-83
8.57214,-71.1805,-78.5
8.57214,-71.1805,-80
8.57214,-71.1805,-82
8.57238,-71.1801,-79
8.57238,-71.1801,-77.5
8.57238,-71.1801,-79.5
8.57238,-71.1801,-84
8.57238,-71.1801,-76.5
8.57238,-71.1801,-87.5
8.57238,-71.1801,-75.5
8.57238,-71.1801,-74.5
8.57238,-71.1801,-72.5
8.57238,-71.1801,-76.5
8.57238,-71.1801,-76.5
8.57238,-71.1801,-89
8.57238,-71.1801,-74
8.57238,-71.1801,-76
8.57238,-71.1801,-79.5
8.57238,-71.1801,-72.5
8.57238,-71.1801,-79.5
8.57238,-71.1801,-81
8.57238,-71.1801,-81.5
8.5724,-71.1794,-81.5
8.5724,-71.1794,-96.5
8.5724,-71.1794,-103.5
8.5724,-71.1794,-100
8.5724,-71.1794,-105.5
8.5724,-71.1794,-98.5
8.5724,-71.1794,-104
8.5724,-71.1794,-103.5
8.5724,-71.1794,-93.5
8.5724,-71.1794,-104.5
8.5724,-71.1794,-92
8.5724,-71.1794,-93
8.5724,-71.1794,-93.5
8.5724,-71.1794,-84
8.5724,-71.1794,-72
8.5724,-71.1794,-97.5
8.5724,-71.1794,-98
8.5724,-71.1794,-90.5
8.5724,-71.1794,-85.5
8.57294,-71.1784,-89
8.57294,-71.1784,-85
8.57294,-71.1784,-77.5
8.57294,-71.1784,-79.5
8.57294,-71.1784,-77
8.57294,-71.1784,-79
8.57294,-71.1784,-77
8.57294,-71.1784,-71.5
8.57294,-71.1784,-64.5
8.57294,-71.1784,-67.5
8.57294,-71.1784,-78
8.57294,-71.1784,-80
8.57294,-71.1784,-60.5
8.57294,-71.1784,-81
8.57294,-71.1784,-75
8.57294,-71.1784,-83
8.57294,-71.1784,-68
8.57294,-71.1784,-83
8.57294,-71.1784,-88
8.57315,-71.1787,-86.5
8.57315,-71.1787,-101
8.57315,-71.1787,-91.5
8.57315,-71.1787,-100
8.57315,-71.1787,-96
8.57315,-71.1787,-101
8.57315,-71.1787,-99.5
8.57315,-71.1787,-100
8.57315,-71.1787,-104.5
8.57315,-71.1787,-99.5
8.57315,-71.1787,-102.5
8.57315,-71.1787,-101
8.57315,-71.1787,-97
8.57315,-71.1787,-67.5
8.57315,-71.1787,-90
8.57315,-71.1787,-90
8.57315,-71.1787,-94
8.57315,-71.1787,-96.5
8.57315,-71.1787,-101.5
8.57375,-71.1776,-76.5
8.57375,-71.1776,-90.5
8.57375,-71.1776,-93
8.57375,-71.1776,-89
8.57375,-71.1776,-79.5
8.57375,-71.1776,-81
8.57375,-71.1776,-78
8.57375,-71.1776,-89.5
8.57375,-71.1776,-90
8.57375,-71.1776,-86
8.57375,-71.1776,-84.5
8.57375,-71.1776,-86
8.57375,-71.1776,-84
8.57375,-71.1776,-80
8.57375,-71.1776,-76
8.57375,-71.1776,-75
8.57375,-71.1776,-70.5
8.57375,-71.1776,-77.5
8.57375,-71.1776,-87.5
8.57378,-71.1768,-87
8.57378,-71.1768,-90
8.57378,-71.1768,-89.5
8.57378,-71.1768,-98.5
8.57378,-71.1768,-92.5
8.57378,-71.1768,-92
8.57378,-71.1768,-89.5
8.57378,-71.1768,-84
8.57378,-71.1768,-98
8.57378,-71.1768,-98
8.57378,-71.1768,-92.5
8.57378,-71.1768,-84
8.57378,-71.1768,-86.5
8.57378,-71.1768,-90.5
8.57378,-71.1768,-91.5
8.57378,-71.1768,-94
8.57378,-71.1768,-91.5
8.57378,-71.1768,-90.5
8.57378,-71.1768,-90.5
8.57425,-71.1766,-71.5
8.57425,-71.1766,-82.5
8.57425,-71.1766,-76.5
8.57425,-71.1766,-77.5
8.57425,-71.1766,-75
8.57425,-71.1766,-79
8.57425,-71.1766,-82
8.57425,-71.1766,-81.5
8.57425,-71.1766,-82.5
8.57425,-71.1766,-73.5
8.57425,-71.1766,-82.5
8.57425,-71.1766,-74.5
8.57425,-71.1766,-79.5
8.57425,-71.1766,-75.5
8.57425,-71.1766,-80
8.57425,-71.1766,-84.5
8.57425,-71.1766,-75
8.57425,-71.1766,-74
8.57425,-71.1766,-75
8.57474,-71.1756,-99
8.57474,-71.1756,-99
8.57474,-71.1756,-94.5
8.57474,-71.1756,-100
8.57474,-71.1756,-93.5
8.57474,-71.1756,-96.5
8.57474,-71.1756,-97
8.57474,-71.1756,-104.5
8.57474,-71.1756,-102
8.57474,-71.1756,-105.5
8.57474,-71.1756,-102.5
8.57474,-71.1756,-90
8.57474,-71.1756,-105
8.57474,-71.1756,-95.5
8.57474,-71.1756,-97
8.57474,-71.1756,-92.5
8.57474,-71.1756,-104
8.57474,-71.1756,-80.5
8.57474,-71.1756,-80
8.57504,-71.175,-73
8.57504,-71.175,-71
8.57504,-71.175,-77
8.57504,-71.175,-75.5
8.57504,-71.175,-76
8.57504,-71.175,-74
8.57504,-71.175,-77.5
8.57504,-71.175,-78.5
8.57504,-71.175,-79.5
